id,crime_group,year,num_crimes
20,BATTERY,2011,676
20,BATTERY,2012,678
20,BATTERY,2013,691
20,BATTERY,2014,620
20,BATTERY,2015,592
20,BATTERY,2016,541
20,BATTERY,2017,533
20,BATTERY,2018,188
20,DECEPTIVE PRACTICE,2001,4
20,DECEPTIVE PRACTICE,2002,32
20,DECEPTIVE PRACTICE,2003,59
20,DECEPTIVE PRACTICE,2004,59
20,DECEPTIVE PRACTICE,2005,55
20,DECEPTIVE PRACTICE,2006,39
20,DECEPTIVE PRACTICE,2007,76
20,DECEPTIVE PRACTICE,2008,81
20,DECEPTIVE PRACTICE,2009,47
20,DECEPTIVE PRACTICE,2010,64
20,DECEPTIVE PRACTICE,2011,58
20,DECEPTIVE PRACTICE,2012,62
20,DECEPTIVE PRACTICE,2013,66
20,DECEPTIVE PRACTICE,2014,74
20,DECEPTIVE PRACTICE,2015,87
20,DECEPTIVE PRACTICE,2016,80
20,DECEPTIVE PRACTICE,2017,81
20,DECEPTIVE PRACTICE,2018,28
20,HOMICIDE,2001,3
20,HOMICIDE,2002,2
20,HOMICIDE,2003,1
20,HOMICIDE,2004,1
20,HOMICIDE,2005,3
20,HOMICIDE,2006,3
20,HOMICIDE,2007,3
20,HOMICIDE,2008,5
20,HOMICIDE,2009,3
20,HOMICIDE,2010,2
20,HOMICIDE,2011,2
20,HOMICIDE,2012,1
20,HOMICIDE,2013,2
20,HOMICIDE,2014,3
20,HOMICIDE,2016,6
20,HOMICIDE,2017,3
20,NARCOTICS,2002,139
20,NARCOTICS,2003,221
20,NARCOTICS,2004,230
20,NARCOTICS,2005,251
20,NARCOTICS,2006,288
20,NARCOTICS,2007,282
20,NARCOTICS,2008,232
20,NARCOTICS,2009,223
20,NARCOTICS,2010,239
20,NARCOTICS,2011,197
20,NARCOTICS,2012,183
20,NARCOTICS,2013,166
20,NARCOTICS,2014,163
20,NARCOTICS,2015,114
20,NARCOTICS,2016,61
20,NARCOTICS,2017,31
20,NARCOTICS,2018,18
20,NON-CRIMINAL,2002,22
20,NON-CRIMINAL,2003,22
20,NON-CRIMINAL,2004,21
20,NON-CRIMINAL,2005,32
20,NON-CRIMINAL,2006,47
20,NON-CRIMINAL,2007,59
20,NON-CRIMINAL,2008,28
20,NON-CRIMINAL,2009,42
20,NON-CRIMINAL,2010,33
20,NON-CRIMINAL,2011,43
20,NON-CRIMINAL,2012,41
20,NON-CRIMINAL,2013,31
20,NON-CRIMINAL,2014,36
20,NON-CRIMINAL,2015,29
20,NON-CRIMINAL,2016,16
20,NON-CRIMINAL,2017,15
20,NON-CRIMINAL,2018,4
20,SEXUAL,2001,7
20,SEXUAL,2002,94
20,SEXUAL,2003,194
20,SEXUAL,2004,249
20,SEXUAL,2005,195
20,SEXUAL,2006,178
20,SEXUAL,2007,73
20,SEXUAL,2008,66
20,SEXUAL,2009,54
20,SEXUAL,2010,42
20,SEXUAL,2011,40
20,SEXUAL,2012,34
20,SEXUAL,2013,36
20,SEXUAL,2014,44
20,SEXUAL,2015,34
20,SEXUAL,2016,21
20,SEXUAL,2017,35
20,SEXUAL,2018,12
20,THEFT,2001,17
20,THEFT,2002,805
20,THEFT,2003,1193
20,THEFT,2004,935
20,THEFT,2005,848
20,THEFT,2006,905
20,THEFT,2007,847
20,THEFT,2008,742
20,THEFT,2009,821
20,THEFT,2010,849
20,THEFT,2011,762
20,THEFT,2012,787
20,THEFT,2013,701
20,THEFT,2014,610
20,THEFT,2015,610
20,THEFT,2016,580
20,THEFT,2017,614
20,THEFT,2018,175
21,BATTERY,2001,7
21,BATTERY,2002,1042
21,BATTERY,2003,1304
21,BATTERY,2004,1373
21,BATTERY,2005,1296
21,BATTERY,2006,1151
21,BATTERY,2007,1199
21,BATTERY,2008,1180
21,BATTERY,2009,1076
21,BATTERY,2010,1022
21,BATTERY,2011,908
21,BATTERY,2012,910
21,BATTERY,2013,762
21,BATTERY,2014,655
21,BATTERY,2015,633
21,BATTERY,2016,635
21,BATTERY,2017,636
21,BATTERY,2018,247
21,DECEPTIVE PRACTICE,2001,4
21,DECEPTIVE PRACTICE,2002,115
21,DECEPTIVE PRACTICE,2003,135
21,DECEPTIVE PRACTICE,2004,136
21,DECEPTIVE PRACTICE,2005,143
21,DECEPTIVE PRACTICE,2006,153
21,DECEPTIVE PRACTICE,2007,140
21,DECEPTIVE PRACTICE,2008,149
21,DECEPTIVE PRACTICE,2009,137
21,DECEPTIVE PRACTICE,2010,142
21,DECEPTIVE PRACTICE,2011,117
21,DECEPTIVE PRACTICE,2012,134
21,DECEPTIVE PRACTICE,2013,135
21,DECEPTIVE PRACTICE,2014,134
21,DECEPTIVE PRACTICE,2015,140
21,DECEPTIVE PRACTICE,2016,177
21,DECEPTIVE PRACTICE,2017,203
21,DECEPTIVE PRACTICE,2018,58
21,HOMICIDE,2001,7
21,HOMICIDE,2002,7
21,HOMICIDE,2003,7
21,HOMICIDE,2004,6
21,HOMICIDE,2005,4
21,HOMICIDE,2006,8
21,HOMICIDE,2007,1
21,HOMICIDE,2008,4
21,HOMICIDE,2009,1
21,HOMICIDE,2010,1
21,HOMICIDE,2011,3
21,HOMICIDE,2012,2
21,HOMICIDE,2013,4
21,HOMICIDE,2015,2
21,HOMICIDE,2016,3
21,HOMICIDE,2017,2
21,HOMICIDE,2018,3
21,NARCOTICS,2002,130
21,NARCOTICS,2003,204
21,NARCOTICS,2004,265
21,NARCOTICS,2005,271
21,NARCOTICS,2006,261
21,NARCOTICS,2007,254
21,NARCOTICS,2008,253
21,NARCOTICS,2009,209
21,NARCOTICS,2010,221
21,NARCOTICS,2011,244
21,NARCOTICS,2012,181
21,NARCOTICS,2013,102
21,NARCOTICS,2014,96
21,NARCOTICS,2015,94
21,NARCOTICS,2016,32
21,NARCOTICS,2017,22
21,NARCOTICS,2018,10
21,NON-CRIMINAL,2002,24
21,NON-CRIMINAL,2003,27
21,NON-CRIMINAL,2004,31
21,NON-CRIMINAL,2005,40
21,NON-CRIMINAL,2006,32
21,NON-CRIMINAL,2007,38
21,NON-CRIMINAL,2008,40
21,NON-CRIMINAL,2009,40
21,NON-CRIMINAL,2010,36
21,NON-CRIMINAL,2011,22
21,NON-CRIMINAL,2012,34
21,NON-CRIMINAL,2013,32
21,NON-CRIMINAL,2014,21
21,NON-CRIMINAL,2015,16
21,NON-CRIMINAL,2016,9
21,NON-CRIMINAL,2017,10
21,NON-CRIMINAL,2018,3
21,SEXUAL,2001,3
21,SEXUAL,2002,52
21,SEXUAL,2003,59
21,SEXUAL,2004,68
21,SEXUAL,2005,69
21,SEXUAL,2006,134
21,SEXUAL,2007,72
21,SEXUAL,2008,69
21,SEXUAL,2009,93
21,SEXUAL,2010,55
21,SEXUAL,2011,50
21,SEXUAL,2012,46
21,SEXUAL,2013,29
21,SEXUAL,2014,52
21,SEXUAL,2015,39
21,SEXUAL,2016,26
21,SEXUAL,2017,37
21,SEXUAL,2018,13
21,THEFT,2001,32
21,THEFT,2002,1713
21,THEFT,2003,2366
21,THEFT,2004,2263
21,THEFT,2005,1894
21,THEFT,2006,1757
21,THEFT,2007,1591
21,THEFT,2008,1615
21,THEFT,2009,1720
21,THEFT,2010,1775
21,THEFT,2011,1601
21,THEFT,2012,1551
21,THEFT,2013,1263
21,THEFT,2014,1051
21,THEFT,2015,1056
21,THEFT,2016,1060
21,THEFT,2017,1085
21,THEFT,2018,429
22,BATTERY,2001,6
22,BATTERY,2002,2448
22,BATTERY,2003,3103
22,BATTERY,2004,2849
22,BATTERY,2005,2709
22,BATTERY,2006,2688
22,BATTERY,2007,2507
22,BATTERY,2008,2306
22,BATTERY,2009,2212
22,BATTERY,2010,2042
22,BATTERY,2011,1797
22,BATTERY,2012,1633
22,BATTERY,2013,1486
22,BATTERY,2014,1382
22,BATTERY,2015,1171
22,BATTERY,2016,1260
22,BATTERY,2017,1225
22,BATTERY,2018,450
22,DECEPTIVE PRACTICE,2001,15
22,DECEPTIVE PRACTICE,2002,275
22,DECEPTIVE PRACTICE,2003,313
22,DECEPTIVE PRACTICE,2004,277
22,DECEPTIVE PRACTICE,2005,268
22,DECEPTIVE PRACTICE,2006,282
22,DECEPTIVE PRACTICE,2007,287
22,DECEPTIVE PRACTICE,2008,304
22,DECEPTIVE PRACTICE,2009,273
22,DECEPTIVE PRACTICE,2010,238
22,DECEPTIVE PRACTICE,2011,216
22,DECEPTIVE PRACTICE,2012,206
22,DECEPTIVE PRACTICE,2013,219
22,DECEPTIVE PRACTICE,2014,243
22,DECEPTIVE PRACTICE,2015,282
22,DECEPTIVE PRACTICE,2016,412
22,DECEPTIVE PRACTICE,2017,380
22,DECEPTIVE PRACTICE,2018,122
22,HOMICIDE,2001,15
22,HOMICIDE,2002,13
22,HOMICIDE,2003,18
22,HOMICIDE,2004,9
22,HOMICIDE,2005,10
22,HOMICIDE,2006,8
22,HOMICIDE,2007,5
22,HOMICIDE,2008,7
22,HOMICIDE,2009,6
22,HOMICIDE,2010,2
22,HOMICIDE,2011,2
22,HOMICIDE,2012,2
22,HOMICIDE,2013,4
22,HOMICIDE,2014,7
22,HOMICIDE,2015,8
22,HOMICIDE,2016,5
22,HOMICIDE,2017,5
22,HOMICIDE,2018,3
22,NARCOTICS,2002,407
22,NARCOTICS,2003,696
22,NARCOTICS,2004,719
22,NARCOTICS,2005,659
22,NARCOTICS,2006,714
22,NARCOTICS,2007,693
22,NARCOTICS,2008,622
22,NARCOTICS,2009,563
22,NARCOTICS,2010,471
22,NARCOTICS,2011,324
22,NARCOTICS,2012,359
22,NARCOTICS,2013,241
22,NARCOTICS,2014,189
22,NARCOTICS,2015,156
22,NARCOTICS,2016,97
22,NARCOTICS,2017,66
22,NARCOTICS,2018,29
22,NON-CRIMINAL,2002,70
22,NON-CRIMINAL,2003,91
22,NON-CRIMINAL,2004,56
22,NON-CRIMINAL,2005,68
22,NON-CRIMINAL,2006,86
22,NON-CRIMINAL,2007,85
22,NON-CRIMINAL,2008,75
22,NON-CRIMINAL,2009,59
22,NON-CRIMINAL,2010,54
22,NON-CRIMINAL,2011,52
22,NON-CRIMINAL,2012,72
22,NON-CRIMINAL,2013,53
22,NON-CRIMINAL,2014,55
22,NON-CRIMINAL,2015,35
22,NON-CRIMINAL,2016,31
22,NON-CRIMINAL,2017,21
22,NON-CRIMINAL,2018,9
22,SEXUAL,2001,14
22,SEXUAL,2002,425
22,SEXUAL,2003,438
22,SEXUAL,2004,441
22,SEXUAL,2005,345
22,SEXUAL,2006,221
22,SEXUAL,2007,199
22,SEXUAL,2008,147
22,SEXUAL,2009,148
22,SEXUAL,2010,110
22,SEXUAL,2011,88
22,SEXUAL,2012,62
22,SEXUAL,2013,81
22,SEXUAL,2014,73
22,SEXUAL,2015,74
22,SEXUAL,2016,60
22,SEXUAL,2017,46
22,SEXUAL,2018,16
22,THEFT,2001,75
22,THEFT,2002,4125
22,THEFT,2003,5239
22,THEFT,2004,5016
22,THEFT,2005,4150
22,THEFT,2006,4153
22,THEFT,2007,4142
22,THEFT,2008,4156
22,THEFT,2009,4135
22,THEFT,2010,4189
22,THEFT,2011,3879
22,THEFT,2012,3640
22,THEFT,2013,3052
22,THEFT,2014,2483
22,THEFT,2015,2436
22,THEFT,2016,2885
22,THEFT,2017,2720
22,THEFT,2018,839
23,BATTERY,2001,45
23,BATTERY,2002,3708
23,BATTERY,2003,4887
23,BATTERY,2004,4582
23,BATTERY,2005,4595
23,BATTERY,2006,4334
23,BATTERY,2007,4127
23,BATTERY,2008,4268
23,BATTERY,2009,4028
23,BATTERY,2010,3739
23,BATTERY,2011,3558
23,BATTERY,2012,3182
23,BATTERY,2013,2939
23,BATTERY,2014,2844
23,BATTERY,2015,2858
23,BATTERY,2016,2826
23,BATTERY,2017,2732
23,BATTERY,2018,1005
23,DECEPTIVE PRACTICE,2001,6
23,DECEPTIVE PRACTICE,2002,151
23,DECEPTIVE PRACTICE,2003,189
23,DECEPTIVE PRACTICE,2004,192
23,DECEPTIVE PRACTICE,2005,222
23,DECEPTIVE PRACTICE,2006,228
23,DECEPTIVE PRACTICE,2007,256
23,DECEPTIVE PRACTICE,2008,237
23,DECEPTIVE PRACTICE,2009,215
23,DECEPTIVE PRACTICE,2010,205
23,DECEPTIVE PRACTICE,2011,182
23,DECEPTIVE PRACTICE,2012,206
23,DECEPTIVE PRACTICE,2013,192
23,DECEPTIVE PRACTICE,2014,289
23,DECEPTIVE PRACTICE,2015,280
23,DECEPTIVE PRACTICE,2016,285
23,DECEPTIVE PRACTICE,2017,316
23,DECEPTIVE PRACTICE,2018,85
23,HOMICIDE,2001,32
23,HOMICIDE,2002,33
23,HOMICIDE,2003,19
23,HOMICIDE,2004,14
23,HOMICIDE,2005,13
23,HOMICIDE,2006,24
23,HOMICIDE,2007,20
23,HOMICIDE,2008,27
23,HOMICIDE,2009,23
23,HOMICIDE,2010,28
23,HOMICIDE,2011,21
23,HOMICIDE,2012,18
23,HOMICIDE,2013,14
23,HOMICIDE,2014,26
23,HOMICIDE,2015,18
23,HOMICIDE,2016,29
23,HOMICIDE,2017,29
23,HOMICIDE,2018,7
23,NARCOTICS,2001,30
23,NARCOTICS,2002,2751
23,NARCOTICS,2003,4102
23,NARCOTICS,2004,3819
23,NARCOTICS,2005,4193
23,NARCOTICS,2006,3547
23,NARCOTICS,2007,3151
23,NARCOTICS,2008,2936
23,NARCOTICS,2009,3000
23,NARCOTICS,2010,2887
23,NARCOTICS,2011,2427
23,NARCOTICS,2012,2774
23,NARCOTICS,2013,2921
23,NARCOTICS,2014,2583
23,NARCOTICS,2015,1670
23,NARCOTICS,2016,1024
23,NARCOTICS,2017,1171
23,NARCOTICS,2018,572
23,NON-CRIMINAL,2002,62
23,NON-CRIMINAL,2003,84
23,NON-CRIMINAL,2004,106
23,NON-CRIMINAL,2005,81
23,NON-CRIMINAL,2006,113
23,NON-CRIMINAL,2007,96
23,NON-CRIMINAL,2008,110
23,NON-CRIMINAL,2009,104
23,NON-CRIMINAL,2010,107
23,NON-CRIMINAL,2011,125
23,NON-CRIMINAL,2012,133
23,NON-CRIMINAL,2013,197
23,NON-CRIMINAL,2014,186
23,NON-CRIMINAL,2015,139
23,NON-CRIMINAL,2016,95
23,NON-CRIMINAL,2017,121
23,NON-CRIMINAL,2018,52
23,SEXUAL,2001,20
23,SEXUAL,2002,191
23,SEXUAL,2003,280
23,SEXUAL,2004,318
23,SEXUAL,2005,372
23,SEXUAL,2006,384
23,SEXUAL,2007,486
23,SEXUAL,2008,490
23,SEXUAL,2009,441
23,SEXUAL,2010,307
23,SEXUAL,2011,377
23,SEXUAL,2012,296
23,SEXUAL,2013,232
23,SEXUAL,2014,233
23,SEXUAL,2015,197
23,SEXUAL,2016,184
23,SEXUAL,2017,134
23,SEXUAL,2018,32
23,THEFT,2001,79
23,THEFT,2002,3081
23,THEFT,2003,4303
23,THEFT,2004,4015
23,THEFT,2005,3701
23,THEFT,2006,3474
23,THEFT,2007,3464
23,THEFT,2008,3676
23,THEFT,2009,3532
23,THEFT,2010,3297
23,THEFT,2011,3294
23,THEFT,2012,3406
23,THEFT,2013,2775
23,THEFT,2014,2190
23,THEFT,2015,2091
23,THEFT,2016,2551
23,THEFT,2017,2478
23,THEFT,2018,710
24,BATTERY,2001,11
24,BATTERY,2002,3007
24,BATTERY,2003,3865
24,BATTERY,2004,3433
24,BATTERY,2005,3145
24,BATTERY,2006,3059
24,BATTERY,2007,2875
24,BATTERY,2008,2599
24,BATTERY,2009,2571
24,BATTERY,2010,2461
24,BATTERY,2011,2272
24,BATTERY,2012,2117
24,BATTERY,2013,1776
24,BATTERY,2014,1654
24,BATTERY,2015,1563
24,BATTERY,2016,1656
24,BATTERY,2017,1721
24,BATTERY,2018,569
24,DECEPTIVE PRACTICE,2001,14
24,DECEPTIVE PRACTICE,2002,300
24,DECEPTIVE PRACTICE,2003,404
24,DECEPTIVE PRACTICE,2004,356
24,DECEPTIVE PRACTICE,2005,375
24,DECEPTIVE PRACTICE,2006,427
24,DECEPTIVE PRACTICE,2007,385
24,DECEPTIVE PRACTICE,2008,407
24,DECEPTIVE PRACTICE,2009,408
24,DECEPTIVE PRACTICE,2010,420
24,DECEPTIVE PRACTICE,2011,336
24,DECEPTIVE PRACTICE,2012,312
24,DECEPTIVE PRACTICE,2013,328
24,DECEPTIVE PRACTICE,2014,401
24,DECEPTIVE PRACTICE,2015,427
24,DECEPTIVE PRACTICE,2016,524
24,DECEPTIVE PRACTICE,2017,610
24,DECEPTIVE PRACTICE,2018,201
24,HOMICIDE,2001,19
24,HOMICIDE,2002,7
24,HOMICIDE,2003,17
24,HOMICIDE,2004,12
24,HOMICIDE,2005,4
24,HOMICIDE,2006,8
24,HOMICIDE,2007,8
24,HOMICIDE,2008,9
24,HOMICIDE,2009,12
24,HOMICIDE,2010,3
24,HOMICIDE,2011,3
24,HOMICIDE,2012,6
24,HOMICIDE,2013,8
24,HOMICIDE,2014,5
24,HOMICIDE,2015,5
24,HOMICIDE,2016,10
24,HOMICIDE,2017,6
24,HOMICIDE,2018,4
24,NARCOTICS,2001,2
24,NARCOTICS,2002,671
24,NARCOTICS,2003,1165
24,NARCOTICS,2004,1140
24,NARCOTICS,2005,927
24,NARCOTICS,2006,999
24,NARCOTICS,2007,862
24,NARCOTICS,2008,823
24,NARCOTICS,2009,708
24,NARCOTICS,2010,653
24,NARCOTICS,2011,575
24,NARCOTICS,2012,517
24,NARCOTICS,2013,319
24,NARCOTICS,2014,196
24,NARCOTICS,2015,219
24,NARCOTICS,2016,98
24,NARCOTICS,2017,90
24,NARCOTICS,2018,20
24,NON-CRIMINAL,2002,94
24,NON-CRIMINAL,2003,84
24,NON-CRIMINAL,2004,73
24,NON-CRIMINAL,2005,99
24,NON-CRIMINAL,2006,114
24,NON-CRIMINAL,2007,95
24,NON-CRIMINAL,2008,84
24,NON-CRIMINAL,2009,74
24,NON-CRIMINAL,2010,71
24,NON-CRIMINAL,2011,61
24,NON-CRIMINAL,2012,73
24,NON-CRIMINAL,2013,73
24,NON-CRIMINAL,2014,37
24,NON-CRIMINAL,2015,50
24,NON-CRIMINAL,2016,35
24,NON-CRIMINAL,2017,25
24,NON-CRIMINAL,2018,11
24,SEXUAL,2001,10
24,SEXUAL,2002,554
24,SEXUAL,2003,449
24,SEXUAL,2004,492
24,SEXUAL,2005,244
24,SEXUAL,2006,209
24,SEXUAL,2007,295
24,SEXUAL,2008,274
24,SEXUAL,2009,195
24,SEXUAL,2010,158
24,SEXUAL,2011,104
24,SEXUAL,2012,107
24,SEXUAL,2013,62
24,SEXUAL,2014,76
24,SEXUAL,2015,58
24,SEXUAL,2016,48
24,SEXUAL,2017,63
24,SEXUAL,2018,17
24,THEFT,2001,62
24,THEFT,2002,5955
24,THEFT,2003,7267
24,THEFT,2004,6638
24,THEFT,2005,6086
24,THEFT,2006,6148
24,THEFT,2007,6005
24,THEFT,2008,6636
24,THEFT,2009,5970
24,THEFT,2010,6006
24,THEFT,2011,5380
24,THEFT,2012,5298
24,THEFT,2013,4625
24,THEFT,2014,4081
24,THEFT,2015,3835
24,THEFT,2016,4766
24,THEFT,2017,4792
24,THEFT,2018,1321
25,BATTERY,2001,35
25,BATTERY,2002,6990
25,BATTERY,2003,9645
25,BATTERY,2004,9712
25,BATTERY,2005,9155
25,BATTERY,2006,8927
25,BATTERY,2007,8969
25,BATTERY,2008,8519
25,BATTERY,2009,8187
25,BATTERY,2010,7134
25,BATTERY,2011,6589
25,BATTERY,2012,6596
25,BATTERY,2013,6361
25,BATTERY,2014,6023
25,BATTERY,2015,5960
25,BATTERY,2016,6188
25,BATTERY,2017,5714
25,BATTERY,2018,2052
25,DECEPTIVE PRACTICE,2001,14
25,DECEPTIVE PRACTICE,2002,363
25,DECEPTIVE PRACTICE,2003,443
25,DECEPTIVE PRACTICE,2004,390
25,DECEPTIVE PRACTICE,2005,427
25,DECEPTIVE PRACTICE,2006,540
25,DECEPTIVE PRACTICE,2007,590
25,DECEPTIVE PRACTICE,2008,611
25,DECEPTIVE PRACTICE,2009,585
25,DECEPTIVE PRACTICE,2010,544
25,DECEPTIVE PRACTICE,2011,520
25,DECEPTIVE PRACTICE,2012,494
25,DECEPTIVE PRACTICE,2013,509
25,DECEPTIVE PRACTICE,2014,738
25,DECEPTIVE PRACTICE,2015,818
25,DECEPTIVE PRACTICE,2016,724
25,DECEPTIVE PRACTICE,2017,781
25,DECEPTIVE PRACTICE,2018,267
25,HOMICIDE,2001,44
25,HOMICIDE,2002,49
25,HOMICIDE,2003,44
25,HOMICIDE,2004,32
25,HOMICIDE,2005,35
25,HOMICIDE,2006,33
25,HOMICIDE,2007,36
25,HOMICIDE,2008,40
25,HOMICIDE,2009,41
25,HOMICIDE,2010,23
25,HOMICIDE,2011,30
25,HOMICIDE,2012,36
25,HOMICIDE,2013,31
25,HOMICIDE,2014,37
25,HOMICIDE,2015,50
25,HOMICIDE,2016,88
25,HOMICIDE,2017,81
25,HOMICIDE,2018,26
25,NARCOTICS,2001,32
25,NARCOTICS,2002,5344
25,NARCOTICS,2003,8844
25,NARCOTICS,2004,7814
25,NARCOTICS,2005,7549
25,NARCOTICS,2006,8175
25,NARCOTICS,2007,8090
25,NARCOTICS,2008,6906
25,NARCOTICS,2009,6228
25,NARCOTICS,2010,6524
25,NARCOTICS,2011,5637
25,NARCOTICS,2012,4804
25,NARCOTICS,2013,4943
25,NARCOTICS,2014,4219
25,NARCOTICS,2015,3323
25,NARCOTICS,2016,1916
25,NARCOTICS,2017,1492
25,NARCOTICS,2018,576
25,NON-CRIMINAL,2002,93
25,NON-CRIMINAL,2003,144
25,NON-CRIMINAL,2004,172
25,NON-CRIMINAL,2005,192
25,NON-CRIMINAL,2006,214
25,NON-CRIMINAL,2007,221
25,NON-CRIMINAL,2008,210
25,NON-CRIMINAL,2009,225
25,NON-CRIMINAL,2010,278
25,NON-CRIMINAL,2011,297
25,NON-CRIMINAL,2012,295
25,NON-CRIMINAL,2013,311
25,NON-CRIMINAL,2014,379
25,NON-CRIMINAL,2015,327
25,NON-CRIMINAL,2016,210
25,NON-CRIMINAL,2017,223
25,NON-CRIMINAL,2018,85
25,SEXUAL,2001,25
25,SEXUAL,2002,806
25,SEXUAL,2003,829
25,SEXUAL,2004,832
25,SEXUAL,2005,799
25,SEXUAL,2006,1063
25,SEXUAL,2007,949
25,SEXUAL,2008,829
25,SEXUAL,2009,622
25,SEXUAL,2010,448
25,SEXUAL,2011,445
25,SEXUAL,2012,539
25,SEXUAL,2013,468
25,SEXUAL,2014,671
25,SEXUAL,2015,516
25,SEXUAL,2016,555
25,SEXUAL,2017,344
25,SEXUAL,2018,174
25,THEFT,2001,117
25,THEFT,2002,5405
25,THEFT,2003,7690
25,THEFT,2004,7429
25,THEFT,2005,7189
25,THEFT,2006,6948
25,THEFT,2007,6763
25,THEFT,2008,7242
25,THEFT,2009,7483
25,THEFT,2010,7013
25,THEFT,2011,6936
25,THEFT,2012,6508
25,THEFT,2013,5714
25,THEFT,2014,4967
25,THEFT,2015,4432
25,THEFT,2016,4770
25,THEFT,2017,4488
25,THEFT,2018,1601
26,BATTERY,2001,22
26,BATTERY,2002,1862
26,BATTERY,2003,2361
26,BATTERY,2004,2427
26,BATTERY,2005,2338
26,BATTERY,2006,2201
26,BATTERY,2007,2254
26,BATTERY,2008,2307
26,BATTERY,2009,1965
26,BATTERY,2010,1900
26,BATTERY,2011,1904
26,BATTERY,2012,1803
26,BATTERY,2013,1730
26,BATTERY,2014,1608
26,BATTERY,2015,1665
26,BATTERY,2016,1759
26,BATTERY,2017,1811
26,BATTERY,2018,657
26,DECEPTIVE PRACTICE,2001,5
26,DECEPTIVE PRACTICE,2002,83
26,DECEPTIVE PRACTICE,2003,89
26,DECEPTIVE PRACTICE,2004,107
26,DECEPTIVE PRACTICE,2005,151
26,DECEPTIVE PRACTICE,2006,256
26,DECEPTIVE PRACTICE,2007,229
26,DECEPTIVE PRACTICE,2008,313
26,DECEPTIVE PRACTICE,2009,330
26,DECEPTIVE PRACTICE,2010,269
26,DECEPTIVE PRACTICE,2011,215
26,DECEPTIVE PRACTICE,2012,450
26,DECEPTIVE PRACTICE,2013,337
26,DECEPTIVE PRACTICE,2014,273
26,DECEPTIVE PRACTICE,2015,162
26,DECEPTIVE PRACTICE,2016,167
26,DECEPTIVE PRACTICE,2017,177
26,DECEPTIVE PRACTICE,2018,55
26,HOMICIDE,2001,16
26,HOMICIDE,2002,13
26,HOMICIDE,2003,14
26,HOMICIDE,2004,5
26,HOMICIDE,2005,13
26,HOMICIDE,2006,12
26,HOMICIDE,2007,13
26,HOMICIDE,2008,15
26,HOMICIDE,2009,12
26,HOMICIDE,2010,18
26,HOMICIDE,2011,15
26,HOMICIDE,2012,11
26,HOMICIDE,2013,15
26,HOMICIDE,2014,20
26,HOMICIDE,2015,15
26,HOMICIDE,2016,29
26,HOMICIDE,2017,14
26,HOMICIDE,2018,9
26,NARCOTICS,2001,25
26,NARCOTICS,2002,1685
26,NARCOTICS,2003,2218
26,NARCOTICS,2004,2536
26,NARCOTICS,2005,3185
26,NARCOTICS,2006,2589
26,NARCOTICS,2007,2459
26,NARCOTICS,2008,1592
26,NARCOTICS,2009,1582
26,NARCOTICS,2010,1692
26,NARCOTICS,2011,1696
26,NARCOTICS,2012,1676
26,NARCOTICS,2013,2377
26,NARCOTICS,2014,2222
26,NARCOTICS,2015,2103
26,NARCOTICS,2016,1429
26,NARCOTICS,2017,1011
26,NARCOTICS,2018,417
26,NON-CRIMINAL,2002,17
26,NON-CRIMINAL,2003,31
26,NON-CRIMINAL,2004,30
26,NON-CRIMINAL,2005,19
26,NON-CRIMINAL,2006,38
26,NON-CRIMINAL,2007,50
26,NON-CRIMINAL,2008,30
26,NON-CRIMINAL,2009,25
26,NON-CRIMINAL,2010,34
26,NON-CRIMINAL,2011,63
26,NON-CRIMINAL,2012,66
26,NON-CRIMINAL,2013,95
26,NON-CRIMINAL,2014,145
26,NON-CRIMINAL,2015,135
26,NON-CRIMINAL,2016,109
26,NON-CRIMINAL,2017,89
26,NON-CRIMINAL,2018,47
26,SEXUAL,2001,4
26,SEXUAL,2002,146
26,SEXUAL,2003,243
26,SEXUAL,2004,239
26,SEXUAL,2005,167
26,SEXUAL,2006,371
26,SEXUAL,2007,322
26,SEXUAL,2008,426
26,SEXUAL,2009,168
26,SEXUAL,2010,156
26,SEXUAL,2011,237
26,SEXUAL,2012,276
26,SEXUAL,2013,175
26,SEXUAL,2014,228
26,SEXUAL,2015,266
26,SEXUAL,2016,221
26,SEXUAL,2017,186
26,SEXUAL,2018,91
26,THEFT,2001,26
26,THEFT,2002,1280
26,THEFT,2003,1793
26,THEFT,2004,1766
26,THEFT,2005,1835
26,THEFT,2006,2105
26,THEFT,2007,1875
26,THEFT,2008,1934
26,THEFT,2009,1592
26,THEFT,2010,1708
26,THEFT,2011,1610
26,THEFT,2012,1811
26,THEFT,2013,1416
26,THEFT,2014,1229
26,THEFT,2015,1155
26,THEFT,2016,1380
26,THEFT,2017,1398
26,THEFT,2018,538
27,BATTERY,2001,28
27,BATTERY,2002,2109
27,BATTERY,2003,2761
27,BATTERY,2004,2773
27,BATTERY,2005,2705
27,BATTERY,2006,2597
27,BATTERY,2007,2753
27,BATTERY,2008,2504
27,BATTERY,2009,2438
27,BATTERY,2010,2272
27,BATTERY,2011,2015
27,BATTERY,2012,1959
27,BATTERY,2013,1951
27,BATTERY,2014,1879
27,BATTERY,2015,1772
27,BATTERY,2016,1976
27,BATTERY,2017,1844
27,BATTERY,2018,717
27,DECEPTIVE PRACTICE,2001,6
27,DECEPTIVE PRACTICE,2002,70
27,DECEPTIVE PRACTICE,2003,95
27,DECEPTIVE PRACTICE,2004,102
